Hidden Dimensions,Train loss,Test loss
1.0,0.5830820862736021,0.5936774909496307
2.0,0.5004410246121032,0.5203136801719666
3.0,0.4703136943280697,0.49525466561317444
4.0,0.44984025268682404,0.4690895564854145
5.0,0.4173730779439211,0.4498422257602214
6.0,0.38504523783922195,0.4222830682992935
7.0,0.36037731862493916,0.4286428056657314
8.0,0.34259990176984234,0.4373354893177748
9.0,0.319847755799336,0.3905728626996279
10.0,0.31530689261853695,0.43367043510079384
12.0,0.2618507949103202,0.41331223398447037
14.0,0.24883373188120977,0.42157813534140587
16.0,0.22513135788696148,0.48326074331998825
18.0,0.1980765094049274,0.43523761071264744
20.0,0.1765027968212962,0.45895164273679256
22.0,0.13249946694954162,0.523004712536931
24.0,0.14615742223603378,0.4900211002677679
26.0,0.10237431007304361,0.5531740598380566
28.0,0.11714698281139133,0.511826153844595
30.0,0.09091424025661708,0.5037606749683619
32.0,0.09791255369782445,0.5229362025856972
34.0,0.07989018859474785,0.570277102291584
36.0,0.0867498893057927,0.5389222912490368
38.0,0.0743581871169486,0.5803372822701931
40.0,0.060022846080495774,0.6114494688808918
42.0,0.06690090751674554,0.5543683208525181
44.0,0.06345317141884667,0.5774228908121586
46.0,0.046022622979113,0.6225262768566608
48.0,0.03621260242237305,0.6225669346749783
50.0,0.042039732486175874,0.5780385676771402
52.0,0.03162964109963335,0.6547339726239443
54.0,0.0348114513326436,0.6471121236681938
56.0,0.0264411806794149,0.6166288331151009
58.0,0.028538340885591252,0.6699820458889008
60.0,0.030117479219500476,0.6474334485828876
62.0,0.03388236663470573,0.6511952355504036
64.0,0.02898226088810975,0.6206702552735806
66.0,0.03125993272988122,0.649494769051671
68.0,0.0270496371501524,0.66371750831604
70.0,0.025133908925844023,0.6510784067213535
72.0,0.021980735032619575,0.6370419263839722
74.0,0.023048689547327448,0.6923066526651382
76.0,0.022983542277610673,0.624328751116991
78.0,0.023317872887543774,0.6221346668899059
80.0,0.022730791425731523,0.6308690868318081
82.0,0.02721610117337795,0.6346065476536751
84.0,0.018842857963006374,0.6772252656519413
86.0,0.01896262569269825,0.6790465693920851
88.0,0.022712321956143023,0.6304444093257189
90.0,0.013711973326280649,0.6719325222074986
92.0,0.01911378236919902,0.724158363416791
94.0,0.0129143607503335,0.6920128706842661
96.0,0.014751922341279776,0.643952451646328
98.0,0.013198301684626875,0.6788415312767029
100.0,0.0156744521976049,0.6473977342247963
110.0,0.013035632580535323,0.6918664239346981
120.0,0.012158115003590549,0.6884556524455547
200.0,0.013008168360101924,0.7199284918606281
300.0,0.016223228879555622,0.7263271417468786
400.0,0.01283404428561745,0.7906188555061817
500.0,0.018918893098348825,0.7739484757184982
600.0,0.019018452009601873,0.8245549015700817
700.0,0.031006829226888372,0.7494891760870814
800.0,0.0337805976243024,0.7202970813959837
900.0,0.032203451331172625,0.7983001079410315
1000.0,0.028368179071029325,0.7996249664574862
