Hidden Dimensions,train_accuracy,val_accuracy,test_accuracy
1,0.6011111111111112,0.5544554455445545,0.5892857142857143
2,0.6788888888888889,0.7227722772277227,0.6428571428571429
3,0.7244444444444444,0.6831683168316832,0.6696428571428571
4,0.73,0.693069306930693,0.7053571428571429
5,0.7255555555555555,0.6039603960396039,0.6517857142857143
6,0.72,0.7128712871287128,0.6964285714285714
7,0.7477777777777778,0.6534653465346535,0.7232142857142857
8,0.7488888888888889,0.6831683168316832,0.6607142857142857
9,0.7455555555555555,0.6534653465346535,0.7232142857142857
10,0.76,0.7029702970297029,0.6696428571428571
12,0.7544444444444445,0.6435643564356436,0.7053571428571429
14,0.7366666666666667,0.693069306930693,0.6964285714285714
16,0.7533333333333333,0.6732673267326733,0.6875
18,0.7888888888888889,0.6831683168316832,0.6875
20,0.8066666666666666,0.7029702970297029,0.6428571428571429
22,0.8133333333333334,0.693069306930693,0.6696428571428571
24,0.7788888888888889,0.6435643564356436,0.6517857142857143
26,0.7788888888888889,0.6831683168316832,0.6785714285714286
28,0.8122222222222222,0.6831683168316832,0.6875
30,0.8166666666666667,0.6336633663366337,0.6785714285714286
32,0.8044444444444444,0.6732673267326733,0.6696428571428571
34,0.8,0.6534653465346535,0.6785714285714286
36,0.8122222222222222,0.6732673267326733,0.6696428571428571
38,0.81,0.6237623762376238,0.6517857142857143
40,0.79,0.6336633663366337,0.6964285714285714
42,0.8122222222222222,0.6831683168316832,0.6696428571428571
44,0.8111111111111111,0.7029702970297029,0.6785714285714286
46,0.8044444444444444,0.693069306930693,0.6964285714285714
48,0.8133333333333334,0.6831683168316832,0.6696428571428571
50,0.8433333333333334,0.7128712871287128,0.6696428571428571
52,0.8366666666666667,0.6534653465346535,0.6339285714285714
54,0.8566666666666667,0.693069306930693,0.6517857142857143
56,0.8411111111111111,0.6534653465346535,0.6696428571428571
58,0.8133333333333334,0.6633663366336634,0.6964285714285714
60,0.8377777777777777,0.6534653465346535,0.6875
62,0.8455555555555555,0.6435643564356436,0.6875
64,0.83,0.6633663366336634,0.6785714285714286
66,0.82,0.6732673267326733,0.6875
68,0.8466666666666667,0.6831683168316832,0.6875
70,0.8455555555555555,0.6633663366336634,0.6517857142857143
72,0.8344444444444444,0.7128712871287128,0.6875
74,0.8266666666666667,0.6633663366336634,0.6785714285714286
76,0.8222222222222222,0.7029702970297029,0.6696428571428571
78,0.81,0.6633663366336634,0.6607142857142857
80,0.8366666666666667,0.6534653465346535,0.6696428571428571
82,0.8222222222222222,0.7128712871287128,0.6607142857142857
84,0.8666666666666667,0.7128712871287128,0.7053571428571429
86,0.8211111111111111,0.6237623762376238,0.6517857142857143
88,0.8377777777777777,0.6831683168316832,0.6607142857142857
90,0.8155555555555556,0.6732673267326733,0.6696428571428571
92,0.8266666666666667,0.6633663366336634,0.6696428571428571
94,0.7955555555555556,0.7029702970297029,0.6607142857142857
96,0.8355555555555556,0.7128712871287128,0.6875
98,0.8011111111111111,0.7029702970297029,0.6696428571428571
100,0.8022222222222222,0.6336633663366337,0.6428571428571429
110,0.8077777777777778,0.6732673267326733,0.6607142857142857
120,0.8344444444444444,0.6435643564356436,0.6339285714285714
200,0.7944444444444444,0.6534653465346535,0.7053571428571429
300,0.7666666666666667,0.6435643564356436,0.6696428571428571
400,0.7622222222222222,0.6831683168316832,0.7142857142857143
500,0.7944444444444444,0.6633663366336634,0.6517857142857143
600,0.7711111111111111,0.7128712871287128,0.7142857142857143
700,0.7522222222222222,0.693069306930693,0.7232142857142857
800,0.7344444444444445,0.6534653465346535,0.6696428571428571
900,0.7477777777777778,0.6633663366336634,0.6785714285714286
1000,0.7277777777777777,0.6138613861386139,0.6607142857142857
