Hidden Dimensions,Train loss,Test loss
1,0.6574377343058586,0.6785368323326111
2,0.5890060216188431,0.6783612370491028
3,0.555087998509407,0.6567521095275879
4,0.5442183837294579,0.6070587038993835
5,0.6018849760293961,0.6644567847251892
6,0.5602602735161781,0.6281941533088684
7,0.5368705838918686,0.6527131199836731
8,0.513127539306879,0.6471946835517883
9,0.4972344599664211,0.5925776362419128
10,0.4920962788164615,0.632249653339386
12,0.4869382083415985,0.69727623462677
14,0.5840287543833256,0.6310359835624695
16,0.5051041916012764,0.6163702607154846
18,0.5862294994294643,0.6730067133903503
20,0.4099053554236889,0.6724410653114319
22,0.4537135884165764,0.6901218295097351
24,0.5081935971975327,0.6896974444389343
26,0.5385696142911911,0.6480588316917419
28,0.4665786884725094,0.6989014744758606
30,0.5297822691500187,0.6894989013671875
32,0.428774781525135,0.6639734506607056
34,0.4836238324642181,0.6605080962181091
36,0.4421919956803322,0.6786617040634155
38,0.4346013702452183,0.7467597723007202
40,0.488270778208971,0.6369818449020386
42,0.4675845168530941,0.7139452695846558
44,0.4408956691622734,0.7285606265068054
46,0.4680601581931114,0.6472950577735901
48,0.4806968905031681,0.6939188241958618
50,0.4193429760634899,0.7101799845695496
52,0.4431366734206676,0.7146410942077637
54,0.3935426957905292,0.7614713311195374
56,0.4972816258668899,0.6784358024597168
58,0.4316152110695839,0.6740463972091675
60,0.4681721962988376,0.6873589754104614
62,0.384845171123743,0.7558645009994507
64,0.4483149386942386,0.7007887959480286
66,0.3922014124691486,0.730575680732727
68,0.3618512488901615,0.7289644479751587
70,0.4068431183695793,0.7291584610939026
72,0.4541618749499321,0.6658282279968262
74,0.4240133911371231,0.7272023558616638
76,0.393499594181776,0.7064031958580017
78,0.4482169337570667,0.664520800113678
80,0.3918416425585747,0.7018251419067383
82,0.3982621505856514,0.72589510679245
84,0.3654824160039425,0.6728655099868774
86,0.4987433403730392,0.6965919733047485
88,0.4226552993059158,0.7011500000953674
90,0.4146751463413238,0.6953704953193665
92,0.4371104054152965,0.7197937369346619
94,0.4981652088463306,0.6891012787818909
96,0.4451232925057411,0.6825178861618042
98,0.5226040668785572,0.7490668892860413
100,0.445831336081028,0.6385306119918823
110,0.4147085361182689,0.6976758241653442
120,0.4984025992453098,0.7734269499778748
200,0.4439237639307976,0.6797072291374207
300,0.4962945394217968,0.6484969854354858
400,0.4718947745859623,0.6348041892051697
500,0.4460839368402958,0.6378236413002014
600,0.5232468247413635,0.6360527873039246
700,0.4881025478243828,0.6448820233345032
800,0.5237305760383606,0.623888373374939
900,0.5673554539680481,0.6087640523910522
1000,0.5527550764381886,0.632687509059906
