Hidden Dimensions,Train loss,Test loss
1,0.5789380009685244,0.5701285749673843
2,0.4737842093620981,0.4982378035783767
3,0.4755757195608956,0.5139067247509956
4,0.4325685543673379,0.4704031348228454
5,0.4317615266357149,0.4553766846656799
6,0.3688649364880153,0.3868169039487839
8,0.3318187658275877,0.4560366347432136
9,0.3196407865200724,0.3968914002180099
10,0.3283297733536788,0.4435945004224777
12,0.2930399488125528,0.4032083451747894
14,0.2633864576263087,0.4522974044084549
16,0.2296887253011976,0.4218545034527778
18,0.1968369209872824,0.4202354177832603
20,0.1872361592416252,0.4445005878806114
22,0.1391470323183707,0.5574311763048172
26,0.1177019180197801,0.4771700203418731
28,0.1230244290615831,0.5505867153406143
30,0.0738733885144548,0.4668575823307037
32,0.108028237840959,0.5451489835977554
34,0.1144547829670565,0.4713874906301498
36,0.0827224275895527,0.5023876130580902
38,0.0791077334433794,0.5616699606180191
40,0.0562250270242137,0.6319024041295052
42,0.0714228356789265,0.5336385518312454
44,0.0502708667357053,0.6705876067280769
46,0.0607507773009794,0.5741195231676102
48,0.0388798191810825,0.5757289007306099
50,0.0468038957832115,0.507670097053051
52,0.0212072595355234,0.6477099880576134
54,0.0288793960519667,0.6841125786304474
56,0.0366689350589045,0.5735652670264244
58,0.028291206673852,0.5778006613254547
60,0.0125203233578109,0.7113306075334549
62,0.0312586805583643,0.6277232766151428
64,0.0300966584389763,0.6187898218631744
66,0.0213956641299384,0.681055873632431
68,0.042021042268191,0.7055519670248032
70,0.0242334865698856,0.6362913697957993
72,0.0182961225842258,0.7517076283693314
74,0.0221535214888198,0.6520889550447464
76,0.0111461627363626,0.6732692569494247
78,0.0174462853132614,0.5829554349184036
80,0.0184399005458025,0.7137271016836166
90,0.0114199182717129,0.6314901262521744
100,0.0142402673372998,0.6172655746340752
110,0.0181549161373238,0.6430253982543945
120,0.0151365387719124,0.7649897634983063
200,0.0112442054419911,0.7329133152961731
300,0.0167509885338534,0.8055959492921829
400,0.0205367362525846,0.7671938538551331
500,0.0187596387362905,0.7710115760564804
600,0.0228169449338955,0.8156988173723221
700,0.0296156529636521,0.7305807322263718
800,0.0383667026513389,0.7532601356506348
900,0.0278901301124798,0.8513428270816803
1000,0.0304486445550407,0.7368466109037399
