Hidden Dimensions,train_accuracy,val_accuracy,test_accuracy
1,0.1604938271604938,0.1666666666666666,0.25
2,0.2839506172839506,0.2777777777777778,0.1
3,0.2901234567901234,0.2962962962962963,0.15
4,0.2901234567901234,0.2222222222222222,0.1
5,0.3497942386831276,0.2592592592592592,0.15
6,0.3847736625514403,0.2592592592592592,0.2166666666666666
7,0.3683127572016461,0.2222222222222222,0.2
8,0.4238683127572016,0.2592592592592592,0.2
9,0.5082304526748971,0.2962962962962963,0.2333333333333333
10,0.4444444444444444,0.1851851851851851,0.15
12,0.4814814814814814,0.4074074074074074,0.2333333333333333
14,0.5041152263374485,0.2592592592592592,0.2333333333333333
16,0.6563786008230452,0.3518518518518518,0.3666666666666666
18,0.6728395061728395,0.3333333333333333,0.3833333333333333
20,0.8168724279835391,0.2222222222222222,0.3833333333333333
22,0.6810699588477366,0.2962962962962963,0.2666666666666666
24,0.7242798353909465,0.2777777777777778,0.3333333333333333
26,0.7222222222222222,0.2592592592592592,0.2833333333333333
28,0.8477366255144033,0.3148148148148148,0.4
30,0.845679012345679,0.2407407407407407,0.35
32,0.940329218106996,0.2592592592592592,0.4
34,0.8539094650205762,0.2592592592592592,0.4166666666666667
36,0.9670781893004116,0.2962962962962963,0.3833333333333333
38,0.9897119341563786,0.2962962962962963,0.35
40,0.9814814814814816,0.3148148148148148,0.45
42,0.9897119341563786,0.2962962962962963,0.3666666666666666
44,0.9814814814814816,0.3703703703703703,0.4333333333333333
46,0.9629629629629628,0.2777777777777778,0.3833333333333333
48,0.9917695473251028,0.3703703703703703,0.4666666666666667
50,0.9526748971193416,0.2777777777777778,0.3666666666666666
52,0.9897119341563786,0.3333333333333333,0.55
54,0.9876543209876544,0.2962962962962963,0.4666666666666667
56,0.9876543209876544,0.2592592592592592,0.3833333333333333
58,0.9938271604938272,0.3703703703703703,0.4666666666666667
60,0.9938271604938272,0.3518518518518518,0.5
62,0.9958847736625516,0.2777777777777778,0.3833333333333333
64,0.9917695473251028,0.3148148148148148,0.4333333333333333
66,0.9897119341563786,0.3148148148148148,0.3833333333333333
68,0.9979423868312756,0.3888888888888889,0.4833333333333333
70,0.9938271604938272,0.3703703703703703,0.45
72,0.9979423868312756,0.4074074074074074,0.4833333333333333
74,0.9958847736625516,0.2592592592592592,0.4
76,0.9979423868312756,0.3518518518518518,0.45
78,0.9938271604938272,0.3518518518518518,0.45
80,0.9958847736625516,0.3888888888888889,0.4333333333333333
82,0.9979423868312756,0.4629629629629629,0.4666666666666667
84,0.9958847736625516,0.3333333333333333,0.4333333333333333
86,0.9958847736625516,0.3518518518518518,0.5666666666666667
88,0.9958847736625516,0.3518518518518518,0.5166666666666667
90,0.9979423868312756,0.3518518518518518,0.4166666666666667
92,0.9979423868312756,0.2962962962962963,0.4166666666666667
94,1.0,0.3703703703703703,0.55
96,0.9958847736625516,0.3518518518518518,0.4833333333333333
98,0.9979423868312756,0.3148148148148148,0.4166666666666667
100,0.9979423868312756,0.3518518518518518,0.4333333333333333
110,0.9979423868312756,0.3888888888888889,0.4166666666666667
120,1.0,0.3333333333333333,0.4833333333333333
200,1.0,0.3703703703703703,0.55
300,0.9979423868312756,0.3148148148148148,0.4333333333333333
400,0.9979423868312756,0.3148148148148148,0.45
500,0.9979423868312756,0.2962962962962963,0.5
600,0.9958847736625516,0.2777777777777778,0.45
700,0.9958847736625516,0.2777777777777778,0.4166666666666667
800,0.9979423868312756,0.2222222222222222,0.5166666666666667
900,0.9979423868312756,0.2777777777777778,0.5
1000,0.9979423868312756,0.2592592592592592,0.4833333333333333
