Hidden Dimensions,Train loss,Test loss
1,1.8057243824005127,1.835302710533142
2,1.7138633131980896,1.8952454328536987
3,1.7011259496212006,1.94603168964386
4,1.6731882095336914,1.8876893520355225
5,1.6175893247127533,1.8920565843582156
6,1.5250236690044403,1.78239643573761
7,1.5196203291416168,1.945206999778748
8,1.443370521068573,1.854819655418396
9,1.3245786428451538,1.801513433456421
10,1.4521404504776,1.9745080471038816
12,1.3064855337142944,1.842288851737976
14,1.2694615423679352,1.993659496307373
16,0.9624271541833878,1.922030568122864
18,0.995333269238472,1.7435318231582642
20,0.6581355780363083,1.9047366380691528
22,0.9920961260795592,1.833011507987976
24,0.8144532740116119,1.866596817970276
26,0.9247507750988008,1.7920385599136353
28,0.5996568948030472,1.7601035833358765
30,0.5939172059297562,1.865928173065185
32,0.3013703264296055,2.343071699142456
34,0.6418358236551285,1.8529760837554927
36,0.2396943271160125,2.09334659576416
38,0.1278784517198801,2.4210002422332764
40,0.1734093800187111,2.177117347717285
42,0.1033917926251888,2.445484161376953
44,0.2298173382878303,2.0231661796569824
46,0.2464098669588565,1.992464303970337
48,0.0988114140927791,2.127450466156006
50,0.3026264309883117,2.0687906742095947
52,0.149009134620428,2.204867362976074
54,0.0872362470254302,2.152254819869995
56,0.1003688238561153,2.2930078506469727
58,0.0934729725122451,1.913576364517212
60,0.0596529757604002,2.303391218185425
62,0.0776290986686945,2.347712755203247
64,0.0823598746210336,2.21610951423645
66,0.1017733495682478,1.905484676361084
68,0.0375501210801303,2.379071950912476
70,0.0496323248371481,2.4319043159484863
72,0.0351852695457637,2.2730493545532227
74,0.0377030451782047,2.451432943344116
76,0.0581660009920597,2.567003965377808
78,0.0548204313963651,2.2136197090148926
80,0.0500356443226337,2.378998041152954
82,0.048685323446989,2.2614996433258057
84,0.0467360755428671,2.3857266902923584
86,0.0344078196212649,1.8985990285873413
88,0.0326761067844927,2.2456846237182617
90,0.0385864432901144,2.1797571182250977
92,0.0449295928701758,2.186603546142578
94,0.0187527805101126,2.3479466438293457
96,0.0307611273601651,2.106220245361328
98,0.0268037123605608,2.221972703933716
100,0.0178839908912777,2.1040732860565186
110,0.0207464622799307,2.4340600967407227
120,0.023881115950644,2.3057854175567627
200,0.0128665338270366,2.2314352989196777
300,0.0075283824698999,2.7290358543396
400,0.0119008142501115,2.758696794509888
500,0.0108387825312092,2.6904046535491943
600,0.014360383618623,2.644354820251465
700,0.0154966068221256,2.830204963684082
800,0.017498597735539,2.600849151611328
900,0.0246283602900803,2.435733795166016
1000,0.0234627372119575,2.725343942642212
