Hidden Dimensions,train_accuracy,val_accuracy,test_accuracy
1,0.6239110844097326,0.5864864864864865,0.683698296836983
2,0.6437368579152899,0.6432432432432432,0.6715328467153284
3,0.7122258936617603,0.6945945945945946,0.7591240875912408
4,0.7356563532592371,0.7081081081081081,0.7712895377128953
5,0.7677981375788525,0.745945945945946,0.7785888077858881
7,0.7867227395614299,0.7486486486486487,0.8029197080291971
8,0.7885250826073896,0.7297297297297297,0.754257907542579
9,0.8002403124061279,0.7486486486486487,0.7931873479318735
10,0.8194653048963653,0.745945945945946,0.781021897810219
12,0.8404926404325623,0.8108108108108109,0.7956204379562044
14,0.8564133373385401,0.7756756756756756,0.7956204379562044
16,0.8663262240913188,0.7594594594594595,0.8077858880778589
18,0.8939621507960348,0.772972972972973,0.7956204379562044
20,0.913787924301592,0.7810810810810811,0.7761557177615572
22,0.9167918293781916,0.772972972972973,0.7883211678832117
24,0.9555422048663262,0.7594594594594595,0.7688564476885644
26,0.956443376389306,0.7837837837837838,0.7980535279805353
28,0.9507359567437668,0.7648648648648648,0.7761557177615572
32,0.9750675878642237,0.7675675675675676,0.7737226277372263
34,0.9747671973565636,0.7702702702702703,0.7907542579075426
36,0.9798738359867828,0.7621621621621621,0.754257907542579
38,0.9828777410633824,0.7648648648648648,0.7664233576642335
40,0.985280865124662,0.772972972972973,0.7907542579075426
42,0.9894863322319016,0.7216216216216216,0.7664233576642335
44,0.9870832081706218,0.7621621621621621,0.7785888077858881
46,0.9891859417242416,0.7513513513513513,0.7785888077858881
48,0.9900871132472214,0.7702702702702703,0.7931873479318735
50,0.9867828176629618,0.7594594594594595,0.7445255474452555
52,0.9918894562931811,0.754054054054054,0.7980535279805353
54,0.9933914088314808,0.7567567567567568,0.7518248175182481
56,0.9933914088314808,0.7891891891891892,0.7761557177615572
58,0.9915890657855212,0.7675675675675676,0.7834549878345499
60,0.9948933613697808,0.7513513513513513,0.8077858880778589
62,0.9951937518774406,0.7702702702702703,0.7712895377128953
64,0.9951937518774406,0.7432432432432432,0.754257907542579
66,0.9921898468008412,0.7891891891891892,0.7785888077858881
68,0.9942925803544608,0.7513513513513513,0.7761557177615572
70,0.9942925803544608,0.7567567567567568,0.7591240875912408
72,0.9936917993391408,0.7513513513513513,0.7712895377128953
74,0.9954941423851006,0.7567567567567568,0.781021897810219
76,0.9960949234004204,0.7702702702702703,0.7907542579075426
78,0.9951937518774406,0.772972972972973,0.7761557177615572
80,0.9948933613697808,0.7621621621621621,0.7518248175182481
90,0.9939921898468008,0.7756756756756756,0.7518248175182481
100,0.9966957044157404,0.7810810810810811,0.7737226277372263
200,0.9969960949234004,0.7783783783783784,0.7493917274939172
300,0.9969960949234004,0.7756756756756756,0.7834549878345499
400,0.9951937518774406,0.7648648648648648,0.7688564476885644
500,0.9951937518774406,0.754054054054054,0.7737226277372263
600,0.9969960949234004,0.772972972972973,0.7615571776155717
700,0.9945929708621208,0.7432432432432432,0.7591240875912408
800,0.9948933613697808,0.7675675675675676,0.7420924574209246
900,0.9951937518774406,0.7405405405405405,0.7956204379562044
1000,0.9969960949234004,0.7594594594594595,0.7737226277372263
