Hidden Dimensions,Train loss,Test loss
1,0.6475582420825958,0.6116117984056473
2,0.6414987338440759,0.6230970025062561
3,0.579011829836028,0.5507771521806717
4,0.546535561127322,0.5017998367547989
5,0.5112113175647599,0.5125908628106117
7,0.4788447288530214,0.4817046225070953
8,0.4671260757105691,0.5271953418850899
9,0.4367225968411991,0.4780752137303352
10,0.4049638169152396,0.5075135976076126
12,0.3724672655974115,0.4918132200837135
14,0.3420621284416744,0.5284579992294312
16,0.3263325531567846,0.5297367721796036
18,0.2653596230915614,0.6181989312171936
20,0.2326453902891704,0.5880807712674141
22,0.2174225337803363,0.5511850193142891
24,0.1356259690863745,0.7201745361089706
26,0.1331359368882008,0.6018944457173347
28,0.1473111039293664,0.7103817909955978
32,0.0829264924728444,0.8515830636024475
34,0.089355486711221,0.722974456846714
36,0.0662862671805279,0.898183062672615
38,0.0611438847013882,0.8465427532792091
40,0.0473985173074262,0.9670659750699996
42,0.0438088301037039,0.9980151653289796
44,0.0483338455669581,0.8989965170621872
46,0.0474223791222487,0.8896794021129608
48,0.0410607138515583,0.7875555902719498
50,0.0480910067978714,0.9241733103990556
52,0.0370735470205545,0.9962857365608216
54,0.0271294279622712,1.041242629289627
56,0.0291287400427141,0.8677496463060379
58,0.0380424469310258,1.011512115597725
60,0.0304339681086795,0.9764090105891228
62,0.0225022166435207,0.9960097670555116
64,0.0280995207306529,1.0548659712076187
66,0.0301534399456743,0.9860104471445084
68,0.0204596716711031,1.0570737719535828
70,0.0234501311123105,0.8613573610782623
72,0.0222078111089233,1.046506866812706
74,0.025825654156506,0.9345469772815704
76,0.0191709604114294,0.9489859789609908
78,0.0178413247257205,1.0717439502477646
80,0.0215046057544116,1.2428205460309982
90,0.0225257541917796,1.0377741754055023
100,0.0129358983498864,1.062370464205742
200,0.0111515256659393,1.19370236992836
300,0.0112011619660604,1.223796471953392
400,0.0119811830809339,1.1844354271888733
500,0.0147362706983195,1.3758705258369446
600,0.0103150248926665,1.22627092897892
700,0.0173202496703847,1.4165995717048645
800,0.0131377528471473,1.5689276158809662
900,0.0173049866820552,1.0564476251602173
1000,0.0154759329411068,1.3988242149353027
