Hidden Dimensions,Train loss,Test loss
1,1.8399516649024432,1.8602335332315176
2,1.6356397903242776,1.6093784434885918
3,1.437030276309612,1.461386086065558
4,1.2324153689450996,1.2010991588423523
5,1.114874706989111,1.0624908156032804
6,1.0619991054368574,1.054309917401664
7,0.928119678691376,0.8937441608573817
8,0.7527442477470221,0.7897703462763678
9,0.797845189377319,0.7910565990435926
10,0.5189373210419056,0.5613199785540376
12,0.4201824499770652,0.4561222709621055
14,0.3095926735983338,0.3806058084945889
16,0.2749609883094943,0.3404835720039621
18,0.2286452076116273,0.3159432266190459
20,0.2223687392681144,0.3163781697991528
25,0.1245305360576441,0.3106505258268193
30,0.0747013672016734,0.3374508186773974
35,0.0268518067961342,0.4086571647726659
40,0.0084183569144739,0.4767167783943535
45,0.0028162131451143,0.4754992651390619
50,0.000817495429933,0.4925124457730805
55,0.0001419788742464,0.4251098342444688
60,0.0004165171978245,0.474500211615917
65,0.0001044806710323,0.4478004809206129
70,5.8075250120604914e-05,0.4163648968719423
75,4.1005469688570885e-05,0.4297515445604737
80,1.9199038925752003e-05,0.4200523617344723
85,2.8056099722562067e-05,0.4129394219371879
90,1.2835850683650068e-05,0.3951139943077394
95,5.177957040475946e-06,0.4348850855733446
100,7.227809432968802e-06,0.4016322353560974
105,4.328149550923796e-06,0.3804890116838049
110,6.170149332163863e-06,0.3833210070991794
115,2.73171306033223e-06,0.3957785573880825
120,3.267881286147755e-06,0.376285010916185
130,5.0104707366794766e-06,0.3618643411615336
140,3.824764997996808e-06,0.3646564729345219
150,1.3180385581344864e-06,0.3748381112258058
160,6.940696371622364e-07,0.38206745136798
170,8.711520313058536e-07,0.3718286562552403
180,6.099437079977874e-07,0.357909480243875
190,6.771793921807872e-07,0.3665245544105783
200,5.78598553445225e-07,0.3534521011296178
300,5.391556941946635e-07,0.3309134959439044
400,2.246701821168686e-07,0.3726044875896012
500,8.6989789763762e-08,0.3765485381203735
600,1.577428569605537e-07,0.3629864569654804
700,2.1289391107379605e-07,0.3501381907950026
800,6.965975472600231e-08,0.3929609393108916
900,1.0816469089795486e-07,0.3713331181508284
1000,1.458914716987602e-07,0.392836198641195
